TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1545658525.310392,43.518590,4.919714,1.462815,1.780438,1.150801,51.112500,5.735637,2.532605,1.655292,1.357976,44.364362,4.525157,1.335419,1.674936,1.044254,47.868141,5.553694,1.447766,2.311111,1.181227,43.442414,5.708558,1.616871,1.635542,0.997570,51.860067,6.098244,1.110523,1.644958,1.173958,47.805380,6.348352,2.242363,2.652042,1.258453,36.583501,4.354867,2.475911,2.339321,1.062954,51.374684,4.912309,3.871689,2.404351,1.446568,42.048050,5.353099,3.214901,2.258713,1.465239,52.746238,5.770002,2.547341,1.698928,1.403863,42.349242,4.643717,1.564659,1.398360,1.030695,97.697059,5.797471,3.770621,1.744009,1.663499,45.008810,5.236358,1.886047,1.655282,1.025443,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658525.436688,33.562985,3.417457,1.349013,1.496971,0.903436,37.998407,3.826720,2.232310,1.262526,1.137579,34.153431,3.258011,1.312208,1.378959,0.810815,36.149942,4.014077,1.213562,2.015288,1.012133,32.490465,3.976045,1.412919,1.295520,0.841380,38.372213,4.209290,0.888880,1.318490,1.005060,35.709399,4.827076,1.810392,2.117848,1.143311,27.642981,3.681568,2.523577,1.838009,0.857722,38.828051,3.627412,4.146736,1.913835,1.109689,31.842457,3.815021,3.378539,1.890278,1.140121,41.467137,4.160297,2.719736,1.367345,1.089185,33.255758,3.355640,1.534923,1.136203,0.782302,87.651402,6.113827,4.003492,1.394776,1.364403,35.342060,3.739233,1.882757,1.321614,0.810293,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658525.562992,22.067907,2.141395,1.218772,1.238311,0.681395,24.047315,2.222121,1.924066,0.930022,0.934973,22.470563,2.152789,1.251451,1.142352,0.600985,23.079945,2.619645,1.046642,1.780617,0.896981,20.544470,2.484635,1.231124,0.984013,0.711527,23.853551,2.524783,0.675580,1.016494,0.841363,22.593128,3.519397,1.393624,1.591424,1.017777,17.805377,3.136762,2.376022,1.363323,0.691900,24.866646,2.594208,3.994062,1.426654,0.880460,20.458426,2.590060,3.249631,1.531700,0.886774,28.337999,2.867683,2.672284,1.073782,0.816742,22.559266,2.217935,1.412469,0.923238,0.574624,74.504489,6.429974,3.966733,1.076005,1.082814,23.954249,2.474698,1.756592,1.027224,0.628143,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658525.689306,12.030812,1.381647,1.089171,1.091477,0.524082,12.770172,1.233185,1.649995,0.740997,0.789299,12.335276,1.513538,1.157223,1.052104,0.459586,11.982523,1.643869,0.961060,1.678521,0.872837,10.594319,1.577583,1.066917,0.762087,0.639361,11.969808,1.561247,0.517834,0.820634,0.712980,11.756751,2.952990,1.070691,1.209490,0.922487,9.543242,3.033551,2.044381,1.004832,0.582601,13.098656,2.212531,3.444520,1.057957,0.786998,10.821751,2.000112,2.884418,1.264233,0.736598,16.745984,2.300051,2.410681,0.892606,0.629539,13.071675,1.548183,1.216065,0.829593,0.442384,61.499904,6.742950,3.633377,0.871316,0.871875,13.739178,1.770872,1.539316,0.859668,0.507274,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658525.815626,5.406486,1.196284,0.989419,1.091158,0.438494,6.284041,0.908594,1.457451,0.710252,0.703596,5.693063,1.447342,1.059177,1.136150,0.397659,4.947807,1.172918,0.948135,1.716444,0.929488,4.345323,1.329465,0.911124,0.642657,0.621395,4.708347,1.543682,0.451353,0.750882,0.623712,5.045934,3.386026,0.897737,1.011303,0.874236,4.303133,3.491958,1.590182,0.792821,0.523554,5.636646,2.618453,2.669541,0.858450,0.794296,4.712344,2.115006,2.441706,1.110824,0.672162,8.966330,2.517398,2.044147,0.849899,0.528249,6.716561,1.444177,1.017638,0.881226,0.385340,51.122749,7.111329,3.109609,0.814539,0.743421,6.792402,1.685436,1.312837,0.851341,0.446156,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658525.941953,2.460881,1.433678,0.944937,1.211831,0.408030,4.070728,1.089637,1.367463,0.795379,0.656701,2.800403,1.856326,0.991087,1.354293,0.396579,2.049006,1.123258,0.978399,1.846549,1.019213,1.853983,1.584205,0.771201,0.600489,0.630743,2.001304,2.324285,0.492245,0.771294,0.558716,2.494441,4.684352,0.894286,0.952493,0.860604,2.200878,4.388753,1.117394,0.715834,0.496028,2.644551,3.619505,1.902174,0.823145,0.835361,2.205825,2.746039,2.086502,1.051635,0.652702,5.369376,3.246051,1.730173,0.923220,0.486129,3.806154,1.783103,0.901472,1.050566,0.379125,44.218474,7.630899,2.578495,0.890242,0.678822,3.472691,2.023642,1.163948,0.970128,0.423716,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.068288,1.778044,1.831805,0.966878,1.387593,0.408511,3.991300,1.524000,1.360131,0.938071,0.623763,2.237741,2.491413,0.976358,1.621632,0.424625,1.565401,1.302815,1.017303,1.999894,1.082800,1.494344,2.076190,0.664054,0.606666,0.637501,1.813866,3.531811,0.616262,0.828479,0.499263,2.295068,6.454742,1.016077,0.956434,0.850914,1.994164,5.443144,0.738146,0.748225,0.486440,2.338123,4.792189,1.341821,0.915458,0.853800,1.876700,3.507768,1.905665,1.054138,0.642051,4.443319,4.037050,1.586984,1.064724,0.470350,3.123190,2.286239,0.914657,1.273878,0.393443,39.565873,8.209037,2.204283,1.053843,0.647060,2.582946,2.456186,1.139747,1.145135,0.415727,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.194629,1.734392,2.185756,1.043201,1.540827,0.422481,3.974245,1.999859,1.381345,1.094929,0.591744,2.300132,3.086898,1.014308,1.843209,0.457104,1.602385,1.554388,1.043117,2.110540,1.082316,1.577996,2.573896,0.593182,0.645418,0.626087,2.076214,4.734583,0.767543,0.885086,0.437428,2.569691,8.141064,1.178043,0.971365,0.820745,2.265781,6.294088,0.519822,0.860347,0.490036,2.698444,5.689877,1.071406,1.084885,0.823141,2.091317,4.054560,1.873580,1.094934,0.618181,4.318707,4.525643,1.631103,1.213452,0.457502,3.068312,2.696747,1.036450,1.476117,0.407818,35.473079,8.539521,2.051160,1.242701,0.623606,2.509530,2.744958,1.223181,1.298790,0.409992,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.320979,1.611354,2.435141,1.157578,1.612440,0.445101,3.538779,2.415762,1.380644,1.243993,0.567758,2.197046,3.480914,1.086274,1.945074,0.484550,1.479097,1.800621,1.047151,2.134811,1.021298,1.517450,2.933172,0.542513,0.711544,0.602010,2.054252,5.534048,0.871988,0.928896,0.383625,2.598887,9.198094,1.283962,0.986529,0.769836,2.435285,6.667005,0.450710,1.012116,0.508661,2.840784,6.029115,1.039232,1.269742,0.749350,2.107409,4.223433,1.883515,1.154340,0.577380,3.989568,4.568632,1.795444,1.315806,0.441864,2.832645,2.890426,1.204180,1.594973,0.416766,31.183722,8.506611,2.088736,1.396738,0.602603,2.415470,2.826601,1.358698,1.375634,0.409705,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.447336,1.398395,2.528509,1.292099,1.568359,0.474769,2.994262,2.686878,1.338359,1.361463,0.562807,1.951386,3.556033,1.169276,1.882689,0.504368,1.345852,1.938225,1.030884,2.051033,0.933689,1.414235,3.049127,0.518943,0.790010,0.579026,1.889440,5.682355,0.908031,0.951966,0.351592,2.465084,9.274771,1.303212,0.999605,0.715733,2.458190,6.439972,0.491915,1.145173,0.542805,2.724173,5.746245,1.142926,1.402356,0.656156,1.946827,3.965510,1.838438,1.202890,0.524903,3.440532,4.164422,1.979990,1.332919,0.426152,2.402107,2.802620,1.352613,1.586279,0.420003,26.921270,7.909569,2.220218,1.471728,0.585925,2.219992,2.683329,1.481379,1.346302,0.419983,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.573700,1.134075,2.470379,1.413234,1.418352,0.508488,2.408876,2.778626,1.246328,1.421297,0.578341,1.631490,3.300066,1.226209,1.663839,0.517143,1.164514,1.928396,0.991116,1.866389,0.859868,1.268365,2.900439,0.513975,0.850214,0.565655,1.603322,5.136219,0.868443,0.942408,0.346924,2.175153,8.298523,1.233516,1.008196,0.678086,2.266093,5.652832,0.581929,1.204240,0.588012,2.337548,4.945628,1.258838,1.441389,0.571150,1.602765,3.349070,1.682875,1.214418,0.470763,2.712330,3.450650,2.074104,1.254529,0.416710,1.854331,2.466291,1.423922,1.444126,0.419202,22.486163,6.714585,2.315954,1.448603,0.576599,1.931264,2.379204,1.530503,1.218008,0.441468,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.700072,0.890466,2.336941,1.504118,1.211117,0.540652,2.038223,2.741783,1.118677,1.407316,0.606600,1.397078,2.847530,1.246235,1.348562,0.524671,1.113110,1.830364,0.933693,1.615114,0.824770,1.229670,2.570748,0.523422,0.857759,0.561411,1.414354,4.107129,0.777981,0.889086,0.364798,1.900939,6.603877,1.118124,1.009587,0.667654,1.924936,4.546959,0.686439,1.166182,0.633971,1.837676,3.906701,1.327428,1.391081,0.514910,1.248775,2.580170,1.450067,1.181583,0.426736,1.971468,2.681438,2.045818,1.102647,0.417909,1.343795,2.037019,1.415304,1.205798,0.416264,17.897255,5.173740,2.299762,1.335404,0.576025,1.568806,2.060505,1.503111,1.029093,0.468907,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.826449,0.738488,2.195621,1.555697,1.012611,0.564243,1.877716,2.635135,0.983715,1.327265,0.636544,1.352294,2.361412,1.223667,1.026544,0.530392,1.149748,1.711407,0.859889,1.349722,0.827559,1.255278,2.184392,0.551432,0.796636,0.559429,1.343020,2.951224,0.690548,0.791729,0.393757,1.714901,4.790094,1.024792,1.003110,0.681538,1.514666,3.480415,0.783442,1.046716,0.667945,1.388438,2.958218,1.340743,1.287417,0.494835,0.995000,1.884568,1.216928,1.114067,0.402246,1.385786,2.071442,1.943668,0.924307,0.429645,1.018822,1.663509,1.355236,0.937371,0.412955,13.536508,3.719218,2.186419,1.165434,0.582364,1.234442,1.835752,1.433820,0.833953,0.493874,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658526.952832,0.697914,2.064255,1.563730,0.874989,0.574686,1.997534,2.482829,0.857754,1.217769,0.664427,1.476851,1.953962,1.158960,0.778909,0.540721,1.375040,1.607745,0.773510,1.120139,0.848739,1.424400,1.850607,0.596530,0.681150,0.557489,1.524771,2.021198,0.657945,0.664680,0.422994,1.758978,3.452596,1.009740,0.991910,0.705332,1.247947,2.731715,0.857829,0.889552,0.678636,1.250393,2.316919,1.308445,1.173176,0.503953,1.011309,1.405849,1.049562,1.029066,0.397741,1.083034,1.695788,1.836512,0.764964,0.450105,0.895543,1.410447,1.281963,0.705955,0.412143,10.144033,2.759915,2.030329,0.981126,0.593847,0.959308,1.716624,1.367338,0.678053,0.510516,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.079225,0.808645,1.905128,1.525442,0.820991,0.572200,2.310386,2.271793,0.749340,1.134259,0.694999,1.730005,1.649079,1.057494,0.648143,0.561549,1.748238,1.512577,0.686447,0.961269,0.864463,1.628038,1.630673,0.641308,0.551661,0.561038,1.864211,1.524225,0.691572,0.537217,0.446191,1.989992,2.936950,1.075051,0.983930,0.722311,1.213498,2.391032,0.897125,0.748410,0.662490,1.526219,2.005696,1.243372,1.092012,0.529096,1.347964,1.159232,0.964319,0.956400,0.407734,1.166914,1.475770,1.766122,0.662452,0.478839,0.977966,1.239363,1.222617,0.563796,0.417937,8.032015,2.365853,1.875762,0.825903,0.610386,0.887349,1.622360,1.326562,0.591855,0.519030,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.205624,1.023779,1.695695,1.446500,0.841195,0.559856,2.794020,1.994696,0.664815,1.124324,0.734594,1.955474,1.421507,0.940136,0.628055,0.592909,2.222052,1.402215,0.616894,0.885601,0.860685,1.863411,1.535793,0.667528,0.455094,0.575176,2.300307,1.466060,0.764637,0.443254,0.461090,2.354541,3.221078,1.181960,0.992266,0.726268,1.436715,2.374183,0.893997,0.671323,0.624555,2.170886,1.907945,1.154632,1.089713,0.556696,1.949454,1.076968,0.934118,0.940893,0.425784,1.567261,1.299174,1.732193,0.646990,0.513884,1.145234,1.086856,1.188834,0.536368,0.430609,6.810896,2.385697,1.734596,0.737756,0.630597,1.017541,1.482053,1.310139,0.588963,0.521709,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.332029,1.368392,1.456573,1.334632,0.904400,0.543607,3.419146,1.677443,0.609191,1.197378,0.781909,2.149764,1.235777,0.825805,0.679415,0.628815,2.739401,1.270855,0.569209,0.878477,0.840923,2.058438,1.545919,0.651208,0.418539,0.598111,2.664256,1.704200,0.819103,0.401753,0.467605,2.682599,3.973293,1.269042,1.023555,0.724034,1.792748,2.489692,0.858412,0.684063,0.575933,2.942564,1.875760,1.058716,1.198491,0.577953,2.629091,1.082438,0.924611,1.017232,0.447982,2.185038,1.113329,1.705673,0.730097,0.548670,1.383745,0.919193,1.173255,0.616246,0.445617,6.058469,2.613166,1.598386,0.732961,0.649116,1.418649,1.283207,1.297313,0.661455,0.519948,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.458472,1.744091,1.253000,1.200750,0.973317,0.529883,4.173948,1.413559,0.589055,1.320545,0.822886,2.242210,1.088113,0.737633,0.756020,0.659155,3.201572,1.172649,0.545447,0.906108,0.819666,2.254057,1.650267,0.588203,0.439716,0.620110,2.906017,2.043901,0.813736,0.411423,0.467889,2.891107,4.741236,1.295385,1.075365,0.730930,2.148406,2.539504,0.799496,0.779212,0.531693,3.628577,1.799708,0.960384,1.414027,0.591464,3.219146,1.114026,0.896392,1.183737,0.475980,2.835168,0.933402,1.644769,0.893132,0.574638,1.622707,0.749994,1.159497,0.763973,0.454542,5.501561,2.906556,1.454818,0.797635,0.658859,1.962628,1.073958,1.258932,0.781142,0.512903,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.584945,2.125874,1.158523,1.077001,1.025710,0.522378,5.001410,1.315410,0.631455,1.440862,0.836865,2.333999,1.008295,0.712525,0.830442,0.673535,3.576732,1.186278,0.552897,0.938756,0.811861,2.473762,1.832724,0.514143,0.495047,0.628801,2.977330,2.321732,0.757416,0.455732,0.467125,2.934982,5.175927,1.258829,1.128720,0.764924,2.357196,2.426594,0.739347,0.916231,0.507086,4.007246,1.655278,0.882111,1.679809,0.602771,3.540471,1.151034,0.848012,1.393238,0.513913,3.397940,0.816456,1.556599,1.089408,0.584720,1.897624,0.627234,1.154473,0.926805,0.448591,5.384981,3.194957,1.338665,0.894773,0.654540,2.564078,0.929623,1.202589,0.912271,0.498047,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.711422,2.448097,1.204700,0.998715,1.052794,0.520767,5.805387,1.430637,0.750116,1.518880,0.811588,2.450680,1.002809,0.780888,0.892280,0.666675,3.855898,1.345295,0.597556,0.959371,0.823226,2.783688,2.057705,0.476501,0.561710,0.616104,2.967484,2.450388,0.693896,0.518230,0.471822,2.900566,5.158422,1.195612,1.165273,0.837640,2.408439,2.206001,0.720837,1.046512,0.510625,4.080600,1.498460,0.856346,1.916291,0.618978,3.602850,1.213719,0.799471,1.577203,0.562390,3.798135,0.810772,1.484960,1.259912,0.577279,2.174159,0.589645,1.182253,1.054052,0.425148,5.950690,3.421741,1.331608,0.985077,0.636055,3.091194,0.903591,1.166441,1.019839,0.473895,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.837913,2.705548,1.375139,0.979015,1.055562,0.520120,6.450331,1.752824,0.928810,1.539939,0.751155,2.637510,1.051908,0.934713,0.941486,0.639403,4.052910,1.635215,0.679246,0.960084,0.845317,3.141631,2.280619,0.502958,0.627340,0.583324,2.885816,2.418818,0.665586,0.584201,0.485910,2.798106,4.775891,1.141523,1.174619,0.942934,2.285441,2.011688,0.785116,1.135060,0.541990,3.845735,1.430478,0.922574,2.053459,0.646605,3.397090,1.348745,0.795431,1.676383,0.617713,4.005554,0.933651,1.479397,1.350511,0.556263,2.437937,0.651118,1.254960,1.112810,0.388863,7.146040,3.528654,1.501321,1.042582,0.609244,3.509473,1.013802,1.187466,1.081281,0.441172,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658527.964411,2.908060,1.663136,1.043241,1.046756,0.514511,6.793430,2.279259,1.161302,1.515963,0.674026,2.882862,1.159023,1.151949,0.988445,0.598925,4.194391,2.042893,0.808707,0.946458,0.860959,3.499580,2.500200,0.607713,0.690011,0.541708,2.827694,2.315023,0.710905,0.642334,0.507452,2.742219,4.276576,1.150153,1.154402,1.055334,2.128149,1.999526,0.979623,1.164189,0.590473,3.491496,1.583831,1.155648,2.055820,0.686566,3.068761,1.618881,0.915817,1.666274,0.671828,4.078420,1.221868,1.592955,1.339153,0.529505,2.646875,0.836123,1.394743,1.106321,0.350755,8.698070,3.545479,1.896318,1.065840,0.583687,3.830581,1.282604,1.302638,1.098485,0.405859,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.090915,3.062321,2.103171,1.195448,1.040502,0.499883,6.754646,3.027533,1.420188,1.462817,0.601854,3.154044,1.378921,1.384592,1.041217,0.554647,4.286837,2.577153,0.975847,0.927240,0.854573,3.745487,2.746018,0.769066,0.746696,0.507260,2.801215,2.270346,0.828583,0.683537,0.528253,2.739848,3.936100,1.239064,1.107534,1.138147,2.046045,2.267823,1.301563,1.131950,0.639401,3.199080,2.058527,1.580243,1.932302,0.731123,2.749379,2.070657,1.201159,1.563552,0.714376,4.087511,1.752598,1.825642,1.241118,0.504771,2.771714,1.199829,1.599666,1.064561,0.322155,10.130616,3.584880,2.465778,1.069460,0.568127,4.077221,1.757863,1.505079,1.088390,0.376725,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.217424,3.171427,2.684601,1.405696,1.046934,0.475561,6.389081,3.940672,1.657266,1.390509,0.548716,3.413597,1.735947,1.570100,1.103165,0.513490,4.350987,3.210278,1.150236,0.914601,0.819382,3.802082,3.016467,0.942199,0.790503,0.493009,2.824050,2.345241,0.977462,0.704580,0.536890,2.834625,3.858695,1.373693,1.044501,1.159288,2.212097,2.752096,1.683266,1.050327,0.671683,3.210978,2.791788,2.117962,1.727708,0.764661,2.629968,2.647061,1.604042,1.413434,0.736515,4.155401,2.522442,2.114050,1.100690,0.486772,2.823214,1.747561,1.827565,1.027177,0.309021,11.295326,3.768781,3.063010,1.069081,0.567012,4.286262,2.426354,1.739752,1.074201,0.360477,4,4,4,4,4,4,4,4,4,4,4,4,4,4
