TimeStamp,AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,F7_THETA,F7_ALPHA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F3_THETA,F3_ALPHA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,FC5_THETA,FC5_ALPHA,FC5_LOW_BETA,FC5_HIGH_BETA,FC5_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,P7_THETA,P7_ALPHA,P7_LOW_BETA,P7_HIGH_BETA,P7_GAMMA,O1_THETA,O1_ALPHA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALPHA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,P8_THETA,P8_ALPHA,P8_LOW_BETA,P8_HIGH_BETA,P8_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,FC6_THETA,FC6_ALPHA,FC6_LOW_BETA,FC6_HIGH_BETA,FC6_GAMMA,F4_THETA,F4_ALPHA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F8_THETA,F8_ALPHA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4
1545658528.343939,3.237269,3.329241,1.602021,1.073387,0.445598,5.811683,4.873286,1.815754,1.312386,0.517533,3.605783,2.192414,1.647777,1.180888,0.479085,4.369497,3.866615,1.276900,0.927943,0.758681,3.681120,3.279295,1.066636,0.816606,0.501394,2.940636,2.516382,1.087626,0.711372,0.523190,3.073523,3.959722,1.481933,0.976696,1.103748,2.726270,3.262721,1.995372,0.938748,0.677592,3.692929,3.584200,2.591437,1.496996,0.770943,2.823470,3.207928,1.987200,1.263963,0.735415,4.340734,3.428930,2.337914,0.971386,0.476299,2.817299,2.403157,1.998898,1.024024,0.310268,12.564630,4.130517,3.483864,1.071154,0.579058,4.422650,3.189929,1.915268,1.078032,0.359010,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.470462,3.274956,3.878548,1.698904,1.119287,0.414589,5.182028,5.624633,1.845599,1.236482,0.499835,3.719598,2.626360,1.589133,1.282136,0.449588,4.340522,4.418997,1.303582,0.978963,0.681729,3.442247,3.456808,1.095257,0.823718,0.521662,3.160238,2.683187,1.099008,0.718602,0.483640,3.437495,4.037378,1.491920,0.922145,0.985113,3.521099,3.575183,2.113626,0.823057,0.658895,4.580604,4.171923,2.821293,1.291078,0.743352,3.286402,3.582109,2.205255,1.150976,0.718531,4.628353,4.262983,2.386681,0.891904,0.470675,2.791463,2.997760,2.035155,1.061535,0.317798,14.357445,4.604233,3.591117,1.074706,0.598691,4.449855,3.854905,1.954450,1.110207,0.367975,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.596990,3.264647,4.133065,1.640383,1.175594,0.386536,4.558903,6.011727,1.730471,1.167035,0.485379,3.688242,2.870673,1.418672,1.404672,0.420273,4.196165,4.720775,1.216112,1.062679,0.600531,3.154049,3.459995,1.019051,0.817720,0.538675,3.431985,2.723695,1.005730,0.748373,0.426304,3.826216,3.888037,1.379369,0.905175,0.841552,4.378155,3.538016,1.982276,0.739452,0.629315,5.579021,4.345051,2.724434,1.147739,0.691769,3.806368,3.635227,2.177148,1.090181,0.701049,4.854157,4.761718,2.219341,0.876379,0.466423,2.710250,3.320248,1.905396,1.121844,0.320816,16.707964,5.029252,3.374755,1.080329,0.619375,4.269668,4.197076,1.839130,1.166004,0.378799,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.723523,3.227561,3.980162,1.441071,1.223809,0.365739,4.014016,5.946712,1.519379,1.106389,0.472402,3.555943,2.824767,1.207346,1.525753,0.389266,3.956654,4.681121,1.062047,1.152502,0.530282,2.896829,3.258824,0.878830,0.807764,0.544200,3.690353,2.578271,0.856450,0.813933,0.371421,4.113338,3.440810,1.181012,0.943222,0.722468,5.028363,3.151928,1.641294,0.715648,0.608656,6.344163,4.048205,2.351310,1.074291,0.638771,4.185227,3.355157,1.928162,1.070207,0.697202,4.931174,4.749072,1.896725,0.908113,0.463779,2.597572,3.243288,1.647547,1.169609,0.312895,19.123225,5.241495,2.954211,1.087239,0.638345,3.901728,4.086859,1.629533,1.224640,0.383972,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.850062,3.150405,3.456406,1.172441,1.235231,0.353973,3.495787,5.477289,1.293589,1.042805,0.464899,3.321740,2.494352,1.033672,1.602381,0.358498,3.603682,4.308256,0.911262,1.207295,0.482955,2.678763,2.892582,0.738053,0.793553,0.538111,3.819840,2.275297,0.714056,0.906729,0.339900,4.195542,2.784118,0.976091,1.033161,0.666496,5.248643,2.552391,1.201389,0.754305,0.609844,6.534475,3.407044,1.838848,1.050968,0.604632,4.229036,2.863938,1.552499,1.062039,0.708788,4.740922,4.219549,1.529821,0.946726,0.464919,2.429698,2.779840,1.342393,1.171296,0.294953,20.717746,5.126322,2.496764,1.085432,0.653906,3.352337,3.547148,1.412630,1.254581,0.379282,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658528.976606,3.037558,2.723069,0.931375,1.190377,0.347826,3.008286,4.767233,1.136874,0.959452,0.466459,3.055908,1.986562,0.951121,1.594389,0.328492,3.192650,3.713704,0.820964,1.203079,0.460520,2.485623,2.457194,0.661385,0.771320,0.522772,3.739739,1.913777,0.623800,1.002122,0.340693,4.007885,2.102241,0.847782,1.152305,0.683591,4.958490,1.932576,0.787216,0.837017,0.630011,6.040778,2.651342,1.336911,1.055917,0.595498,3.940130,2.345177,1.163110,1.044002,0.724027,4.332376,3.343036,1.224899,0.961516,0.469275,2.233700,2.078986,1.074192,1.118922,0.271913,20.810801,4.647723,2.125761,1.069930,0.662346,2.744440,2.747383,1.261344,1.236622,0.362727,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.103156,2.843716,1.998061,0.804109,1.087421,0.342646,2.578879,4.007724,1.109993,0.845318,0.479366,2.793873,1.461347,0.970414,1.484648,0.299169,2.797101,3.058742,0.832905,1.145891,0.459332,2.303619,2.050861,0.702879,0.737198,0.501083,3.460170,1.588969,0.612919,1.066966,0.370842,3.615213,1.555384,0.850560,1.259503,0.754378,4.269692,1.452292,0.506505,0.929472,0.653223,5.005808,2.000075,0.974411,1.070698,0.602651,3.434492,1.942661,0.865624,1.009287,0.726800,3.808993,2.387722,1.061304,0.943117,0.474286,2.050854,1.364444,0.906909,1.027000,0.250311,19.690206,3.962685,1.928906,1.042005,0.660484,2.180436,1.923478,1.215321,1.166971,0.335963,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.229711,2.546721,1.454630,0.817331,0.943502,0.334652,2.226872,3.348219,1.199414,0.702793,0.500435,2.527114,1.052340,1.055736,1.291755,0.270704,2.431218,2.483445,0.935642,1.060437,0.471612,2.117125,1.727986,0.865755,0.687866,0.475047,3.017339,1.340678,0.673133,1.073128,0.416072,3.111165,1.212360,0.983319,1.320991,0.838754,3.376218,1.170624,0.393475,0.990674,0.660268,3.700285,1.572885,0.798505,1.073127,0.610360,2.868878,1.702934,0.709779,0.956346,0.706485,3.267940,1.606022,1.051301,0.899156,0.475782,1.906156,0.830543,0.854889,0.921659,0.234990,18.107799,3.291950,1.906677,1.002291,0.647168,1.724232,1.282573,1.261131,1.058246,0.303281,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.356274,2.183938,1.149777,0.937627,0.790557,0.322952,2.044012,2.832676,1.335184,0.559451,0.522506,2.278583,0.809166,1.152603,1.063846,0.244575,2.167446,2.051164,1.082928,0.982569,0.487813,1.971562,1.496953,1.108287,0.632461,0.447978,2.566891,1.164936,0.771238,1.016397,0.458010,2.670116,1.071959,1.191047,1.325775,0.896149,2.554354,1.035883,0.415961,0.991549,0.641052,2.530605,1.350193,0.779773,1.044986,0.607417,2.435517,1.565279,0.692084,0.888257,0.663813,2.809261,1.130416,1.148654,0.848466,0.471192,1.801204,0.558945,0.891434,0.829883,0.228817,17.057829,2.831430,2.004872,0.954022,0.626151,1.416956,0.914743,1.354391,0.935578,0.270658,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.482840,1.878336,1.040842,1.081451,0.665523,0.309978,2.207489,2.448906,1.427251,0.465776,0.539036,2.083063,0.695638,1.208833,0.860454,0.224121,2.099608,1.757674,1.209921,0.946027,0.500678,1.940315,1.348018,1.350807,0.596450,0.426050,2.297314,1.049199,0.871324,0.921098,0.482181,2.540430,1.091465,1.386598,1.287174,0.903605,2.077573,0.950805,0.511317,0.930374,0.600459,1.877236,1.234705,0.848294,0.984451,0.594475,2.311334,1.433839,0.769047,0.812415,0.611078,2.586777,0.966278,1.280004,0.812021,0.460380,1.766849,0.509650,0.964356,0.770550,0.232599,17.116067,2.712891,2.142910,0.906197,0.604664,1.351847,0.788574,1.436249,0.827867,0.244338,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.609411,1.728058,1.035571,1.168494,0.598480,0.300124,2.677226,2.178075,1.417986,0.474714,0.549474,1.950690,0.643001,1.197979,0.728193,0.214046,2.210283,1.569963,1.272184,0.967172,0.506570,1.996998,1.273564,1.511043,0.608091,0.415862,2.219981,0.993943,0.947198,0.829041,0.484435,2.736657,1.240315,1.508931,1.237917,0.862018,1.958337,0.854426,0.626184,0.838406,0.553887,1.777687,1.156444,0.935166,0.912221,0.582525,2.528932,1.284768,0.884469,0.740351,0.565360,2.610522,1.025135,1.378761,0.805521,0.446807,1.736387,0.574724,1.022954,0.749350,0.245918,18.112130,2.898348,2.252810,0.871260,0.588836,1.504397,0.804073,1.460328,0.758046,0.229002,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.735991,1.787071,1.035500,1.168828,0.600729,0.297051,3.392005,1.991916,1.332596,0.607797,0.557017,1.903203,0.589061,1.125680,0.682162,0.218391,2.425353,1.434404,1.271699,1.037080,0.504788,2.084168,1.243525,1.537908,0.674435,0.417095,2.289312,0.980553,0.976665,0.774726,0.468419,3.141990,1.499952,1.523175,1.207417,0.789422,2.180628,0.729189,0.725608,0.767695,0.518454,2.209600,1.092951,1.011543,0.859306,0.585123,3.030138,1.166264,1.006111,0.683811,0.540113,2.947039,1.192489,1.418426,0.834490,0.438017,1.759680,0.650049,1.044582,0.761269,0.267266,19.869633,3.190605,2.286045,0.861529,0.581436,1.928600,0.863925,1.409187,0.734273,0.227322,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.862572,2.020686,1.013454,1.107135,0.660319,0.303792,4.050379,1.862872,1.246560,0.838202,0.567736,1.910619,0.538015,1.022603,0.704031,0.240118,2.592433,1.311149,1.248146,1.132123,0.499815,2.090781,1.227604,1.439392,0.779060,0.425125,2.334928,0.986040,0.957806,0.775709,0.445853,3.629013,1.885489,1.449214,1.215748,0.718687,2.531352,0.612546,0.827914,0.768959,0.504903,2.877064,1.070504,1.101249,0.853659,0.607229,3.656256,1.155963,1.123342,0.654608,0.538475,3.606946,1.432446,1.409961,0.898365,0.442751,1.844989,0.718898,1.031320,0.793688,0.295017,22.388031,3.422382,2.216647,0.887865,0.581688,2.544825,0.965633,1.295526,0.746617,0.240935,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658529.989160,2.491027,1.031129,1.037554,0.756900,0.321120,4.557017,1.746307,1.240960,1.098651,0.586489,2.030245,0.539364,0.925772,0.764818,0.279327,2.659442,1.183176,1.243682,1.237448,0.498022,1.996850,1.194096,1.263595,0.893129,0.434056,2.295202,0.985733,0.903182,0.828885,0.429453,3.986726,2.397334,1.332999,1.267536,0.684067,2.981264,0.573300,0.966774,0.868648,0.510401,3.675458,1.132999,1.246055,0.912456,0.639145,4.278480,1.303736,1.232281,0.665866,0.551748,4.643176,1.782246,1.392662,0.999293,0.465491,2.126756,0.839022,0.998258,0.839984,0.326588,25.939115,3.537327,2.050334,0.961425,0.584742,3.533040,1.198141,1.150293,0.780634,0.268940,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.115756,3.254117,1.217470,1.023942,0.867158,0.347213,4.741156,1.624438,1.365791,1.309664,0.613542,2.263970,0.665519,0.868422,0.838824,0.332273,2.586203,1.090708,1.282984,1.349835,0.504980,1.798346,1.129947,1.081978,0.983020,0.437872,2.133159,1.000358,0.851789,0.907344,0.424634,4.176045,3.029704,1.274930,1.339414,0.702694,3.353861,0.692479,1.174967,1.050127,0.522451,4.344972,1.317093,1.473032,1.028450,0.662488,4.726842,1.615109,1.339054,0.721305,0.566648,6.054737,2.316133,1.417240,1.127479,0.503382,2.648508,1.102823,0.975188,0.895981,0.358658,30.932775,3.619162,1.828720,1.074075,0.584381,4.829926,1.687986,1.023256,0.821048,0.307179,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.242353,4.399601,1.662452,1.119635,0.973548,0.378665,4.748326,1.514836,1.638279,1.413219,0.642551,2.722677,0.952709,0.881799,0.913977,0.393380,2.568973,1.172903,1.382096,1.471447,0.525371,1.569942,1.050361,0.973377,1.022149,0.431008,1.934405,1.057885,0.861788,0.973410,0.428761,4.206686,3.720102,1.377727,1.393472,0.766847,3.672585,1.005090,1.450084,1.259897,0.529114,4.893135,1.600232,1.783523,1.172794,0.662547,5.015200,2.003551,1.464561,0.812495,0.573619,7.771247,3.044849,1.534360,1.257094,0.545216,3.481142,1.558312,1.010553,0.957348,0.387219,37.163936,3.762818,1.653501,1.199172,0.576911,6.451631,2.482524,0.979911,0.857520,0.348980,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.368955,5.725536,2.351960,1.323406,1.060105,0.411336,4.529912,1.486583,2.013972,1.396191,0.664484,3.261645,1.378848,0.968749,0.981157,0.457497,2.871648,1.581975,1.552493,1.593692,0.563247,1.364309,1.013787,0.974360,0.998787,0.412646,1.750257,1.192660,0.963501,0.996697,0.434892,4.079830,4.341985,1.647914,1.395570,0.849313,3.792738,1.474741,1.726315,1.425505,0.525630,5.112327,1.921465,2.110929,1.299599,0.638817,5.003209,2.348953,1.602972,0.913885,0.571987,9.413271,3.887852,1.733116,1.353193,0.575983,4.441281,2.168352,1.126676,1.013334,0.408623,43.620211,4.133254,1.598517,1.300676,0.563068,7.936339,3.477225,1.046641,0.881565,0.387153,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.495565,7.085675,3.145463,1.572472,1.109920,0.442756,4.321417,1.575896,2.379366,1.286883,0.675077,3.848529,1.855855,1.092291,1.026558,0.521654,3.712043,2.338936,1.774033,1.688094,0.620408,1.233605,1.076102,1.047857,0.920633,0.390150,1.704161,1.402021,1.126537,0.968011,0.438928,3.925389,4.756161,1.988074,1.330768,0.920857,3.801317,2.000517,1.902349,1.487357,0.517353,5.102424,2.203513,2.339693,1.363284,0.605989,4.833548,2.558608,1.708774,0.990233,0.566464,10.639595,4.713178,1.933043,1.381589,0.584871,5.379805,2.809076,1.296741,1.047225,0.421378,48.540046,4.681549,1.654990,1.347980,0.546587,9.150903,4.459558,1.188340,0.882342,0.417991,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.622176,8.147744,3.807072,1.770322,1.110019,0.472482,4.068681,1.769943,2.597136,1.139298,0.675803,4.264974,2.250857,1.190975,1.035746,0.585423,5.043523,3.306438,2.005727,1.718533,0.694199,1.189635,1.272207,1.122485,0.809991,0.373387,1.806946,1.652046,1.291373,0.899765,0.440394,3.750260,4.929710,2.267560,1.206739,0.961350,3.761841,2.470244,1.901409,1.424938,0.516560,4.961196,2.387508,2.374432,1.337421,0.585128,4.648388,2.589754,1.729736,1.014159,0.562219,11.285482,5.336234,2.033374,1.326788,0.571012,6.047432,3.297576,1.452798,1.043041,0.427383,50.275046,5.204828,1.751971,1.328246,0.532163,9.816745,5.151860,1.321476,0.853207,0.444083,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.748693,8.664635,4.138388,1.833100,1.055698,0.499792,3.817054,2.001234,2.570838,1.004133,0.669880,4.381123,2.451286,1.213088,1.001904,0.647225,6.516501,4.226012,2.181972,1.658981,0.772616,1.187551,1.581182,1.133745,0.690771,0.367768,2.017984,1.884407,1.400556,0.812474,0.440451,3.701919,4.924295,2.387243,1.043445,0.965933,3.773345,2.791216,1.702771,1.256907,0.536662,4.847695,2.452869,2.181652,1.220028,0.592068,4.596692,2.462079,1.630990,0.974724,0.563198,11.181081,5.600569,1.964879,1.195990,0.544124,6.221951,3.488119,1.518585,0.992224,0.430235,47.873933,5.446107,1.799247,1.244474,0.522609,9.873198,5.352691,1.363089,0.795018,0.470850,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658530.875116,8.549449,4.070146,1.731848,0.955193,0.522281,3.502428,2.183990,2.292455,0.909687,0.661365,4.122043,2.421537,1.136357,0.929008,0.699800,7.638679,4.819142,2.242121,1.508075,0.835291,1.219497,1.924469,1.060539,0.581494,0.371745,2.242925,2.032969,1.429928,0.725236,0.440142,3.591052,4.816568,2.317404,0.869682,0.943640,3.815068,2.910779,1.351371,1.036202,0.585744,4.807351,2.401073,1.803315,1.040046,0.629645,4.692566,2.232322,1.414117,0.882892,0.570933,10.490010,5.466665,1.725711,1.020567,0.519704,5.905478,3.350198,1.450823,0.902018,0.432656,41.835494,5.296363,1.749207,1.118280,0.518366,9.327036,5.038394,1.275157,0.719492,0.500918,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658531.001344,7.727709,3.663813,1.497603,0.824635,0.537591,3.029803,2.269920,1.841989,0.851319,0.652228,3.550246,2.205869,0.980498,0.828441,0.731281,7.949405,4.934271,2.161542,1.291213,0.861904,1.220759,2.196965,0.930873,0.491436,0.379725,2.362767,2.055759,1.406893,0.649453,0.439155,3.464910,4.687792,2.112105,0.716444,0.910077,3.794415,2.864598,0.943520,0.825298,0.661686,4.773115,2.278245,1.340826,0.841062,0.688394,4.823000,1.973967,1.123710,0.762327,0.585864,9.277139,5.004426,1.375186,0.839340,0.512081,5.157025,2.972453,1.258669,0.788936,0.435152,33.521040,4.719541,1.597770,0.976263,0.518981,8.263562,4.351589,1.073018,0.641619,0.530675,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658531.127474,6.431962,3.099393,1.210566,0.689003,0.546499,2.537124,2.309289,1.364474,0.808046,0.640937,2.914837,1.931657,0.806253,0.720469,0.732034,7.249148,4.595541,1.953884,1.053200,0.844042,1.250631,2.347123,0.803523,0.424696,0.386803,2.409534,2.005183,1.393415,0.589083,0.435675,3.257546,4.745605,1.927625,0.621057,0.883009,3.696952,2.794988,0.588142,0.666499,0.752648,4.731437,2.217911,0.913893,0.664506,0.754556,4.874593,1.804301,0.828026,0.639393,0.610764,7.901782,4.416811,1.018279,0.690525,0.529009,4.349365,2.551092,1.009854,0.676548,0.437121,25.767759,3.889273,1.385395,0.846882,0.524987,6.947043,3.543225,0.826139,0.579039,0.551620,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658531.253610,4.887545,2.582560,0.991073,0.580027,0.553029,1.824013,2.366160,1.043680,0.765055,0.626463,2.245767,1.736003,0.714762,0.629369,0.701606,5.864029,3.972846,1.718573,0.843376,0.791710,1.218755,2.364276,0.761544,0.384909,0.391730,2.231565,1.956097,1.460905,0.542996,0.430175,2.953925,5.382584,2.079399,0.608577,0.876857,3.384199,2.846167,0.384177,0.569892,0.839398,4.471880,2.344826,0.643007,0.536731,0.819043,4.662514,1.812053,0.612495,0.537645,0.653125,6.479174,3.909678,0.782349,0.600278,0.568837,3.557406,2.268128,0.808542,0.586477,0.438931,20.274944,3.131346,1.185705,0.754892,0.540086,5.513018,2.849541,0.643335,0.551516,0.555968,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658531.379851,3.673145,2.232040,0.960516,0.533307,0.562156,1.404371,2.474294,1.043796,0.729185,0.610670,1.956748,1.698547,0.805151,0.581983,0.651255,4.233407,3.304670,1.613785,0.705076,0.727388,1.309860,2.278086,0.886081,0.378336,0.395713,2.149353,1.959832,1.662717,0.515555,0.426663,3.156025,6.942677,2.859144,0.690578,0.897394,3.104769,3.072791,0.387416,0.530969,0.901226,4.286180,2.682191,0.621874,0.474124,0.882043,4.401506,1.990978,0.564719,0.480031,0.723142,5.472480,3.554611,0.773551,0.588142,0.622340,3.246090,2.186731,0.756361,0.540027,0.444318,18.635341,2.634606,1.088968,0.722731,0.570394,4.474625,2.371696,0.632912,0.582094,0.543303,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1545658531.506297,2.864993,2.044992,1.149629,0.575353,0.577454,1.167664,2.608773,1.404549,0.721406,0.598406,1.873459,1.812437,1.091522,0.599696,0.599617,2.901425,2.780621,1.740937,0.660658,0.674965,1.432466,2.133847,1.188123,0.412819,0.400213,2.102485,2.017202,1.975682,0.519644,0.430384,4.110659,9.396068,4.301688,0.864534,0.939449,2.750477,3.401484,0.573739,0.550590,0.926350,4.005334,3.139573,0.852914,0.498276,0.949743,4.045892,2.267895,0.709197,0.499612,0.828253,4.805658,3.294678,1.000755,0.674132,0.680295,3.210047,2.240144,0.878346,0.557032,0.459169,20.002917,2.419116,1.139314,0.780442,0.621973,3.781092,2.074464,0.818923,0.691073,0.522821,4,4,4,4,4,4,4,4,4,4,4,4,4,4
